index,EDOLLAR,SP500,US10,LEANHOG,JPY,GOLD,WHEAT,NIKKEI,COPPER,BITCOIN
24/11/1994,82.68001,658.25,20.1796975,23.64,0.0166615,895.6,934.5,,,
25/11/1994,82.69001,661.35,20.2734475,23.74,0.0166185,895.6,934.25,,,
28/11/1994,82.59001,662.65,19.7421975,23.26,0.0166295,893.8,936,,,
29/11/1994,82.55001,663.95,19.2734475,23.54,0.0165985,892.9,931.5,,,
30/11/1994,82.64001,661.65,19.6171975,23.49,0.0165975,891.3,936,,,
01/12/1994,82.66001,656.7,19.3671975,23.89,0.0165565,889.1,935.5,,,
02/12/1994,82.82001,661.6,20.2109475,24.29,0.0164315,885.8,939,,,
05/12/1994,82.78001,661.75,19.9609475,24.74,0.0164445,885.8,937.5,,,
06/12/1994,82.92001,661.55,20.7734475,24.39,0.0164795,885.9,936.5,,,
07/12/1994,82.79001,659.8,20.1484475,24.19,0.0164975,886,939.75,,,
08/12/1994,82.75001,653.65,20.0859475,24.19,0.0164285,886.5,943.5,,,
09/12/1994,82.83001,655.6,20.2421975,24.99,0.0164685,886.7,945,,,
12/12/1994,82.78001,657.85,19.7734475,25.24,0.0164765,887.1,943.5,,,
13/12/1994,82.78001,658.75,19.9609475,25.54,0.0164645,887.1,940,,,
14/12/1994,82.89001,662.7,20.1171975,25.86,0.0164415,888.3,933,,,
15/12/1994,82.87001,663.25,20.2109475,26.44,0.0164385,889.5,934.75,,,
16/12/1994,82.86001,666.4,20.1796975,25.94,0.0164555,887.9,941.25,,,
19/12/1994,82.82001,666.55,20.2109475,25.74,0.0164585,888.5,941,,,
20/12/1994,82.82001,665.05,20.1796975,25.84,0.0164505,891,939,,,
21/12/1994,82.85001,669.5,20.3046975,26.14,0.0164195,890.6,941,,,
22/12/1994,82.79001,667.85,20.0234475,26.64,0.0164425,889.7,941,,,
23/12/1994,82.78001,668.15,20.0234475,26.46,0.0164565,889.1,940.75,,,
26/12/1994,82.78001,668.15,20.0234475,26.46,0.0164565,889.1,940.75,,,
27/12/1994,82.88001,670.6,20.6484475,26.44,0.0164305,890.1,942,,,
28/12/1994,82.86001,668.9,20.3046975,26.59,0.0165475,892.1,940.5,,,
29/12/1994,82.85001,669.2,20.2109475,26.59,0.0164935,890.9,941.5,,,
30/12/1994,82.80001,665.95,20.0859475,27.54,0.0164895,891.2,942.5,,,
02/01/1995,82.80001,665.95,20.0859475,27.54,0.0164895,891.2,942.5,,,
03/01/1995,82.78001,666.05,19.7109475,27.91,0.0163915,887.7,939,,,
04/01/1995,82.83001,668.35,20.2109475,27.59,0.0163175,882.1,942,,,
05/01/1995,82.74001,667.85,19.7734475,27.39,0.0163595,883.4,943,,,
06/01/1995,82.71001,667.6,19.8671975,27.09,0.0163135,879,944,,,
09/01/1995,82.70001,668.35,19.6484475,27.19,0.0164675,880.8,934,,,
10/01/1995,82.75001,668.8,19.9921975,27.49,0.0164415,881.9,936.5,,,
11/01/1995,82.78001,669.05,20.3046975,27.19,0.0164565,884.1,936.5,,,
12/01/1995,82.76001,668.85,20.1796975,27.04,0.0165785,888.2,942,,,
13/01/1995,82.81001,673.65,21.0546975,26.94,0.0165895,886.1,940,,,
16/01/1995,82.79001,676.35,21.0546975,27.19,0.0165895,885.1,941.25,,,
17/01/1995,82.81001,676.6,21.0546975,26.99,0.0165335,887.4,943.75,,,
18/01/1995,82.80001,675.75,20.9609475,27.66,0.0164685,889.4,941.25,,,
19/01/1995,82.77001,673.2,20.7109475,27.81,0.0165335,890.4,938,,,
20/01/1995,82.70001,671.9,20.2109475,27.84,0.0164915,892.2,936.25,,,
23/01/1995,82.68001,672.7,20.1484475,27.99,0.0164695,888.2,935.5,,,
24/01/1995,82.65001,672.95,20.1484475,27.89,0.0164555,888.6,933.5,,,
25/01/1995,82.71001,674.5,20.6484475,28.11,0.0164755,887.7,931.5,,,
26/01/1995,82.78001,675.75,20.9296975,28.49,0.0164925,888.5,932.25,,,
27/01/1995,82.90001,676.15,21.8046975,28.06,0.0164905,883.6,931,,,
30/01/1995,82.93001,674.55,21.6171975,27.64,0.0165885,883.6,933.25,,,
31/01/1995,82.96001,676.8,21.8359475,27.24,0.0164565,881.9,932.5,,,
01/02/1995,82.92001,676.5,21.5546975,26.76,0.0164965,882.9,931,,,
02/02/1995,82.91001,679.25,21.3671975,27.01,0.0164825,883.3,934.25,,,
03/02/1995,83.10001,685.65,22.7421975,26.81,0.0164385,883,931.5,,,
06/02/1995,83.06001,687.35,22.4609475,27.19,0.0164755,882.5,934.5,,,
07/02/1995,83.07001,687.6,22.4921975,27.29,0.0164735,881.5,936,,,
08/02/1995,83.05001,686.95,22.4296975,26.96,0.0165245,882.5,932.25,,,
09/02/1995,82.99001,687.25,22.0546975,27.04,0.0165245,883,933.5,,,
10/02/1995,82.96001,688.25,21.8046975,26.66,0.0165245,882.6,936.5,,,
13/02/1995,83.01001,687.95,21.8671975,26.61,0.0165445,882.1,932.25,,,
14/02/1995,83.11001,688.3,22.4296975,26.59,0.0165595,882.6,932.75,,,
15/02/1995,83.17001,691.4,22.8359475,26.74,0.0165805,882.8,931.75,,,
16/02/1995,83.24001,690.9,23.1484475,26.44,0.0166665,882.8,933,,,
17/02/1995,83.20001,689.05,23.0546975,26.54,0.0166795,884.8,934.5,,,
20/02/1995,83.20001,689.05,23.0546975,26.54,0.0166795,884.8,934.5,,,
21/02/1995,83.19001,689,22.9296975,26.81,0.0167005,884.8,934,,,
22/02/1995,83.34001,691.7,23.7421975,27.09,0.0167175,885.7,935.5,,,
23/02/1995,83.32001,693.3,23.6171975,27.24,0.0167365,885.2,933.5,,,
24/02/1995,83.36001,693.3,23.7734475,27.21,0.0167075,882.4,932.75,,,
27/02/1995,83.47001,689.55,24.2734475,27.31,0.0166995,882.2,932.75,,,
28/02/1995,83.50001,693.15,24.4609475,27.59,0.0167365,882.5,927,,,
01/03/1995,83.52001,690.75,24.4296975,27.79,0.0167285,880.4,926.75,,,
02/03/1995,83.44001,691.05,23.9921975,27.79,0.0168905,882.2,924.25,,,
03/03/1995,83.38001,690.45,23.6796975,27.59,0.0170185,882,922,,,
06/03/1995,83.34001,690.8,23.4609475,27.46,0.0171755,884.4,925,,,
07/03/1995,83.31001,686.85,23.3046975,27.76,0.0175345,889.6,931,,,
08/03/1995,83.37001,688.05,23.7109475,27.49,0.0173225,885.1,928.5,,,
09/03/1995,83.46001,688,24.2109475,28.14,0.0174265,886.6,927.5,,,
10/03/1995,83.53001,695.8,24.5234475,28.64,0.0173575,887.3,924.5,,,
13/03/1995,83.59001,694.65,24.7421975,28.81,0.0174825,890.3,926.25,,,
14/03/1995,83.66001,698,25.4296975,29.56,0.0174805,890.9,929,,,
15/03/1995,83.66001,696.7,25.3984475,29.54,0.0176255,891.4,931.75,,,
16/03/1995,83.71001,700.15,25.4921975,29.09,0.0175455,889.8,931,,,
17/03/1995,83.62001,700.35,25.1171975,29.06,0.0176845,888.4,931.5,,,
20/03/1995,83.59001,700.75,25.0234475,29.41,0.0176545,887.7,939.75,,,
21/03/1995,83.55001,699.95,24.7734475,29.19,0.0176895,887,936.5,,,
22/03/1995,83.49001,699.95,24.5546975,29.06,0.0177005,887.7,941,,,
23/03/1995,83.49001,699.95,24.5546975,27.74,0.0178025,888.5,937.25,,,
24/03/1995,83.62001,706,25.3671975,26.29,0.0177025,886.9,939.5,,,
27/03/1995,83.66001,708.15,25.6484475,26.09,0.0176315,886.5,939.5,,,
28/03/1995,83.57001,708,24.9609475,26.21,0.0177155,887.4,939.5,,,
29/03/1995,83.56001,707.05,25.0234475,25.51,0.0177845,887.1,940.5,,,
30/03/1995,83.52001,707,24.7734475,25.41,0.0176185,890.7,939.25,,,
31/03/1995,83.48001,705,24.5234475,25.79,0.0180105,896.4,936.75,,,
03/04/1995,83.60001,705.2,25.0546975,26.71,0.0180855,897,938.5,,,
04/04/1995,83.64001,708.4,25.1796975,26.61,0.0180685,897.2,940.25,,,
05/04/1995,83.65001,709.5,25.1796975,26.41,0.0180985,899.3,945.25,,,
06/04/1995,83.70001,710.2,25.4609475,26.26,0.0181825,898.6,943.75,,,
07/04/1995,83.68001,709.25,25.3359475,26.44,0.0183995,897.8,942,,,
10/04/1995,83.67001,710.3,25.2421975,27.04,0.0183675,894.7,948.25,,,
11/04/1995,83.67001,708.6,25.4609475,26.59,0.0184235,895.1,956.25,,,
12/04/1995,83.69001,710.55,25.5859475,26.59,0.0183945,894.8,952,,,
13/04/1995,83.77001,712.75,26.0234475,26.39,0.0184575,894.5,953,,,
14/04/1995,83.77001,712.75,26.0234475,26.39,0.0184575,894.5,953,,,
17/04/1995,83.79001,709,25.9296975,26.51,0.0186415,898.6,949.75,,,
18/04/1995,83.80001,708.35,26.1171975,26.34,0.0188445,899.9,951.75,,,
19/04/1995,83.75001,707.25,26.0546975,26.26,0.0187645,899.5,947.25,,,
20/04/1995,83.80001,707.9,26.3046975,25.44,0.0184575,896.8,947.5,,,
21/04/1995,83.79001,710.9,26.3671975,25.56,0.0185245,894.8,944.25,,,
24/04/1995,83.79001,715.6,26.4296975,26.19,0.0184635,895.2,945.75,,,
25/04/1995,83.76001,714,26.3671975,26.49,0.0186685,894.4,953,,,
26/04/1995,83.74001,714.8,26.3046975,25.19,0.0183905,890.1,952.75,,,
27/04/1995,83.72001,715.9,26.1171975,25.66,0.0183935,892,950.25,,,
28/04/1995,83.68001,717.35,25.9296975,25.41,0.0183075,890.6,949.75,,,
01/05/1995,83.66001,715.9,25.8359475,25.79,0.0184115,891.9,957.75,,,
02/05/1995,83.73001,717.25,26.1171975,25.24,0.0183735,892.7,959.5,,,
03/05/1995,83.83001,723.2,26.7734475,25.24,0.0183785,893.5,959,,,
04/05/1995,83.94001,723.6,27.4296975,23.89,0.0183345,895.1,954.75,,,
05/05/1995,84.15001,721.95,28.5546975,24.44,0.0183125,894.5,950,,,
08/05/1995,84.13001,725.9,28.5234475,23.64,0.0184175,893,954.25,,,
09/05/1995,84.22001,725.05,29.0859475,24.94,0.0183965,886.7,958,,,
10/05/1995,84.15001,726,28.7421975,24.74,0.0183375,886.6,956.5,,,
11/05/1995,84.11001,727.25,28.5234475,24.81,0.0180825,886.5,959.75,,,
12/05/1995,84.08001,727.85,28.4921975,24.54,0.0179175,886.4,967.5,,,
15/05/1995,84.13001,730.5,28.8359475,25.11,0.0179615,887.7,958.5,,,
16/05/1995,84.18001,730.1,29.2421975,25.29,0.0179605,887.6,959.75,,,
17/05/1995,84.22001,728.4,29.3046975,25.99,0.0179045,886.3,955.75,,,
18/05/1995,84.14001,719.7,28.8359475,25.84,0.0178915,886.3,959.25,,,
19/05/1995,84.14001,720.95,28.8671975,25.87,0.0178895,885.2,958.75,,,
22/05/1995,84.12001,725.9,28.7109475,26.02,0.0178475,884.9,965,,,
23/05/1995,84.19001,730.6,29.1171975,26.14,0.0178625,885.9,973.25,,,
24/05/1995,84.31001,730.05,29.9609475,26.22,0.0178515,886.8,972.5,,,
25/05/1995,84.36001,730.5,30.1796975,26.22,0.0181975,888,975.75,,,
26/05/1995,84.38001,724.45,30.1796975,26.19,0.0184685,888.7,984,,,
29/05/1995,84.38001,724.45,30.1796975,26.19,0.0184685,888.7,984,,,
30/05/1995,84.49001,724.1,30.7421975,26.12,0.0184565,887.3,972.75,,,
31/05/1995,84.48001,733.95,30.8046975,26.17,0.0182275,887,971.75,,,
01/06/1995,84.61001,734.35,31.4921975,26.24,0.0181545,887.7,980.75,,,
02/06/1995,84.70001,732.75,32.0859475,26.42,0.0182125,886.4,984.25,,,
05/06/1995,84.71001,737.25,32.1796975,26.77,0.0181525,887.1,984.5,,,
06/06/1995,84.68001,735.95,32.0546975,26.82,0.0181375,887.2,980,,,
07/06/1995,84.54001,733.85,31.2734475,26.57,0.0181885,888.9,972.5,,,
08/06/1995,84.51001,732.25,31.0859475,26.47,0.0181735,888.9,977.25,,,
09/06/1995,84.30001,729.3,30.0546975,26.57,0.0182135,890.5,974.5,,,
12/06/1995,84.33001,732.8,30.1484475,26.57,0.0182615,889.6,971.25,,,
13/06/1995,84.58001,736.8,31.7109475,26.57,0.0181835,888.8,979.25,,,
14/06/1995,84.58001,736.6,31.5859475,26.52,0.0182075,890,987,,,
15/06/1995,84.53001,738.8,31.3359475,27.07,0.0181715,893.3,984.75,,,
16/06/1995,84.51001,739.9,31.1796975,26.97,0.0181695,892.1,981.25,,,
19/06/1995,84.59001,745.65,31.7421975,28.27,0.0181555,893.6,994.25,,,
20/06/1995,84.57001,745.3,31.4921975,27.47,0.0181895,892.8,992.25,,,
21/06/1995,84.60001,744.95,31.7109475,28.22,0.0182265,891.9,999.5,,,
22/06/1995,84.72001,751.35,32.3359475,27.87,0.0181625,891.3,1008.5,,,
23/06/1995,84.70001,750.9,32.1171975,28.22,0.0182025,891.5,1020.25,,,
26/06/1995,84.66001,744.2,31.8046975,27.82,0.0181975,891.2,1018.5,,,
27/06/1995,84.62001,743.15,31.5234475,27.47,0.0182265,890.4,1014.75,,,
28/06/1995,84.66001,745.4,31.8671975,27.37,0.0179755,888.2,1030.5,,,
29/06/1995,84.51001,744.45,30.7109475,27.34,0.0181665,888.8,1034,,,
30/06/1995,84.57001,743.15,31.1484475,28.22,0.0181315,885,1030.5,,,
03/07/1995,84.60001,745.55,31.1796975,26.87,0.0181325,885,1023.75,,,
04/07/1995,84.60001,745.55,31.1796975,26.87,0.0181325,885,1023.75,,,
05/07/1995,84.61001,748,31.3359475,26.34,0.0181085,884.6,1016.5,,,
06/07/1995,84.74001,753.85,32.4921975,26.77,0.0180615,884.6,1021.25,,,
07/07/1995,84.78001,756.05,32.4921975,27.32,0.0178625,886.1,1008,,,
10/07/1995,84.78001,757.2,32.5234475,27.17,0.0178155,886,1006.5,,,
11/07/1995,84.73001,753.75,32.0546975,27.24,0.0177565,886.1,1016,,,
12/07/1995,84.72001,760.1,32.1796975,27.17,0.0177515,889.6,1015.25,,,
13/07/1995,84.69001,760,32.1484475,27.14,0.0177475,888.8,1022.25,,,
14/07/1995,84.63001,758.75,31.6796975,27.07,0.0177005,889,1033,,,
17/07/1995,84.56001,761.45,31.0546975,27.47,0.0175735,889.3,1046,,,
18/07/1995,84.50001,756.9,30.7421975,27.77,0.0176375,889.5,1043.75,,,
19/07/1995,84.33001,749.9,29.7109475,27.22,0.0177565,887.8,1042,,,
20/07/1995,84.31001,752.25,29.8046975,27.32,0.0176605,885.7,1049.5,,,
21/07/1995,84.22001,751.35,29.2421975,27.54,0.0176045,886,1059.5,,,
24/07/1995,84.26001,756.4,29.6484475,27.62,0.0177115,886.7,1062.25,,,
25/07/1995,84.30001,759.3,29.8046975,28.2,0.0177205,885.6,1048,,,
26/07/1995,84.25001,760.05,29.4609475,28,0.0176925,885.9,1047.5,,,
27/07/1995,84.32001,763.55,29.8984475,28.15,0.0176525,882.6,1044.75,,,
28/07/1995,84.27001,760.3,29.5859475,28.22,0.0176415,884,1047,,,
31/07/1995,84.33001,759.15,29.9609475,27.8,0.0176105,881.7,1051.5,,,
01/08/1995,84.28001,757.4,29.5546975,27.62,0.0176335,882.3,1051.5,,,
02/08/1995,84.36001,755.35,29.9921975,27.62,0.0172785,882.3,1031.5,,,
03/08/1995,84.26001,756.45,29.4296975,27.5,0.0173225,883.7,1032.25,,,
04/08/1995,84.29001,756.6,29.7109475,27.57,0.0172155,882.7,1023.75,,,
07/08/1995,84.31001,757.25,29.8671975,27.5,0.0172165,883,1011.25,,,
08/08/1995,84.31001,757.85,29.9296975,27.3,0.0171995,883.8,1029.25,,,
09/08/1995,84.26001,757.9,29.7421975,27.4,0.0171815,883.7,1025,,,
10/08/1995,84.22001,754.5,29.4921975,27.4,0.0170635,883.4,1021.5,,,
11/08/1995,84.10001,753.2,28.8046975,27.4,0.0169275,882.7,1031,,,
14/08/1995,84.11001,757.7,28.8984475,27.52,0.0169495,883.3,1028.5,,,
15/08/1995,84.09001,756.05,28.9921975,27.45,0.0165745,884.3,1024,,,
16/08/1995,84.17001,756.6,29.2421975,27.52,0.0164795,881.3,1014,,,
17/08/1995,84.13001,756.6,29.0234475,27.47,0.0165775,882.4,1015,,,
18/08/1995,84.14001,757.6,29.0859475,27.65,0.0165085,883.3,1020.75,,,
21/08/1995,84.21001,754.85,29.3984475,28.07,0.0165715,883.1,1027.75,,,
22/08/1995,84.16001,755.9,29.1796975,28,0.0165805,881.5,1029,,,
23/08/1995,84.15001,753.8,29.0234475,28,0.0165805,881.9,1032,,,
24/08/1995,84.24001,755.1,29.7109475,27.95,0.0166015,881.4,1035.5,,,
25/08/1995,84.36001,758.05,30.5546975,28,0.0165785,881.3,1034.5,,,
28/08/1995,84.40001,755.4,30.7109475,27.8,0.0165795,881.3,1034.75,,,
29/08/1995,84.35001,756.55,30.4921975,27.85,0.0164435,880.4,1028.25,,,
30/08/1995,84.41001,757.15,30.7109475,27.75,0.0163385,879.4,1027.25,,,
31/08/1995,84.46001,758.85,31.0234475,28.3,0.0165045,880.5,1042.75,,,
01/09/1995,84.54001,760.95,31.3671975,28.55,0.0164955,878.4,1041.5,,1.103,
04/09/1995,84.54001,760.95,31.3671975,28.55,0.0164955,878.4,1041.5,,1.103,
05/09/1995,84.58001,765.35,31.6796975,29.3,0.0164705,877.8,1045.5,,1.0975,
06/09/1995,84.61001,767.15,31.6484475,29.12,0.0163335,878,1049,,1.1075,
07/09/1995,84.57001,767,31.3984475,29.1,0.0163275,880.5,1062.5,,1.1,
08/09/1995,84.53001,769.4,31.2421975,29.55,0.0162555,879.6,1054.75,,1.0895,
11/09/1995,84.53001,769.9,31.2734475,29.77,0.0162325,880.6,1053.75,,1.106,
12/09/1995,84.59001,772.65,31.7734475,30.25,0.0161215,883.1,1061.25,,1.074,
13/09/1995,84.58001,775.45,31.5859475,30.25,0.0159475,882.2,1055,,1.0615,
14/09/1995,84.69001,780.15,32.2734475,30.57,0.0159765,883.4,1056,,1.0595,
15/09/1995,84.66001,780.35,32.0234475,31.3,0.0158275,882.8,1055.75,,1.07,
18/09/1995,84.61001,779,31.6484475,31.8,0.0158955,883.4,1062,,1.07,
19/09/1995,84.64001,781.15,31.8671975,31.75,0.0157775,883,1067.75,,1.088,
20/09/1995,84.66001,783.4,32.1171975,32.07,0.0159475,881.4,1069.25,,1.084,
21/09/1995,84.58001,777.9,31.3984475,32.75,0.0163725,881.8,1072.75,,1.1085,
22/09/1995,84.56001,778.5,31.2109475,32.42,0.0162415,879.8,1068.25,,1.1055,
25/09/1995,84.56001,777.25,31.2109475,32.1,0.0161625,880,1064.75,,1.097,
26/09/1995,84.53001,777.2,31.0546975,32.12,0.0161015,880.6,1066.25,,1.1045,
27/09/1995,84.52001,776.7,31.0234475,32.1,0.0161565,880.1,1072.75,,1.0805,
28/09/1995,84.52001,780.45,31.0859475,32.22,0.0162625,879.9,1077.75,,1.096,
29/09/1995,84.62001,779.45,31.7734475,32.3,0.0162055,880,1081.25,,1.099,
02/10/1995,84.64001,776.3,31.8046975,31.62,0.0161385,878.3,1079.75,,1.083,
03/10/1995,84.69001,777.55,32.0234475,31.9,0.0160645,878.7,1079.25,,1.077,
04/10/1995,84.74001,776.15,32.2734475,31.75,0.0160975,879.1,1078.75,,1.089,
05/10/1995,84.76001,777.85,32.4609475,31.9,0.0162405,878.6,1075.75,,1.06,
06/10/1995,84.75001,777.85,32.4921975,31.85,0.0161245,879.6,1075.75,,1.0575,
09/10/1995,84.72001,773,32.4921975,31.62,0.0161335,881.3,1077.5,,1.0495,
10/10/1995,84.73001,772.5,32.4609475,31.87,0.0161215,881.1,1081.75,,1.0185,
11/10/1995,84.73001,774.6,32.3984475,32.42,0.0160765,880.9,1081.25,,1.033,
12/10/1995,84.77001,778.75,32.6171975,32.55,0.0161645,880.5,1082.25,,1.0525,
13/10/1995,84.87001,779.45,33.2734475,32.3,0.0160805,879.9,1082.75,,1.0485,
16/10/1995,84.86001,776.35,33.1484475,33.1,0.0161215,879.6,1091.25,,1.053,
17/10/1995,84.88001,781.15,33.2109475,33.2,0.0161515,879.5,1087.75,,1.021,
18/10/1995,84.85001,782.2,32.9921975,33.07,0.0160945,879.4,1091.75,,0.9935,
19/10/1995,84.86001,785.2,33.0234475,33,0.0161185,877.3,1095.75,,1.031,
20/10/1995,84.80001,780.9,32.6484475,32.75,0.0161365,877.6,1095.25,,1.013,
23/10/1995,84.77001,779.05,32.4921975,32.22,0.0161815,877.7,1094.75,,1.036,
24/10/1995,84.84001,780.5,32.9296975,32.05,0.0161225,877.7,1093,,1.022,
25/10/1995,84.85001,775.2,33.0234475,31.8,0.0160505,878,1096.5,,1.0265,
26/10/1995,84.81001,769.85,32.7734475,31.92,0.0160355,877.8,1098.25,,1.0325,
27/10/1995,84.81001,774.75,32.8984475,32,0.0159765,877.4,1093.75,,1.0195,
30/10/1995,84.82001,777.95,32.9609475,32.1,0.0159615,877.3,1089.75,,1.019,
31/10/1995,84.83001,775.1,33.0546975,32.15,0.0159395,877.8,1088.25,,1.03,
01/11/1995,84.90001,779.5,33.4296975,31.8,0.0158365,877.3,1086.75,,1.071,
02/11/1995,84.95001,783.6,33.7734475,32.25,0.0157545,877.7,1087.25,,1.1075,
03/11/1995,84.93001,783.75,33.7109475,32.42,0.0157655,877.2,1078.25,,1.112,
06/11/1995,84.90001,782.55,33.5546975,32.6,0.0158025,877.2,1082.25,,1.1055,
07/11/1995,84.87001,779.45,33.3359475,32.92,0.0158435,880.1,1083.75,,1.123,
08/11/1995,84.94001,785.35,33.7734475,33.1,0.0158925,879.7,1085.75,,1.1035,
09/11/1995,84.91001,785.95,33.5234475,33.6,0.0161045,880.9,1078.25,,1.118,
10/11/1995,84.87001,785.7,33.2734475,33.1,0.0160445,884,1084.75,,1.133,
13/11/1995,84.91001,785.15,33.5234475,33.8,0.0159455,881.6,1079.75,,1.1175,
14/11/1995,84.92001,781.7,33.4921975,33.42,0.0159605,880,1077.25,,1.1005,
15/11/1995,84.89001,787.55,33.2734475,33.1,0.0159955,879.1,1075.5,,1.0845,
16/11/1995,84.96001,791.15,33.6796975,32.75,0.0159105,879.7,1076.5,,1.098,
17/11/1995,84.98001,792.4,33.8671975,32.95,0.0159185,881,1079,,1.0975,
20/11/1995,84.98001,789.65,33.7734475,33.05,0.0160005,880.6,1076.25,,1.114,
21/11/1995,84.95001,793,33.5859475,33.2,0.0159715,878.9,1072.75,,1.1,
22/11/1995,84.93001,791.65,33.5234475,33.1,0.0160395,875.6,1074.5,,1.097,
23/11/1995,84.93001,791.65,33.5234475,33.1,0.0160395,875.6,1074.5,,1.097,
24/11/1995,84.95001,792.8,33.7109475,33.42,0.0159605,875.6,1076.75,,1.097,
27/11/1995,84.99001,793.05,33.9296975,33.35,0.0159425,878.4,1077.75,,1.0965,
28/11/1995,84.99001,799.15,33.9609475,33.32,0.0159765,881.4,1079.5,,1.0885,
29/11/1995,85.05001,799.3,34.2109475,33.22,0.0159545,881.7,1080.75,,1.087,
30/11/1995,85.16001,798.5,34.8046975,33.77,0.0158945,881.1,1081.5,,1.105,
01/12/1995,85.20001,799.55,35.0859475,33.75,0.0159805,879.9,1079.75,,1.099,
04/12/1995,85.29001,806.05,35.6171975,34.15,0.0159865,879.8,1079.75,,1.098,
05/12/1995,85.25001,810,35.3671975,33.87,0.0159785,881.2,1085.25,,1.0905,
06/12/1995,85.22001,811.05,35.3046975,34.32,0.0159665,882.8,1085.75,,1.0595,
07/12/1995,85.17001,807.9,34.9609475,34.72,0.0159445,883,1089.25,,1.0855,
08/12/1995,85.14001,809.55,34.8359475,34.87,0.0159625,883.9,1089.75,,1.077,
11/12/1995,85.16001,811.05,35.0546975,34.62,0.0159805,882.5,1095,,1.0975,
12/12/1995,85.14001,810.05,34.9921975,34.05,0.0159085,882.3,1089.25,,1.0845,
13/12/1995,85.12001,812.6,34.9296975,34.6,0.0159235,880.4,1090.25,,1.1055,
14/12/1995,85.12001,808.8,34.9296975,34.2,0.0159325,879.8,1086,,1.1435,
15/12/1995,85.11001,807.8,34.8984475,34.15,0.0158725,880.1,1081.75,,1.108,
18/12/1995,84.97001,796.65,34.1796975,34.3,0.0159275,881.1,1088.75,,1.1005,
19/12/1995,85.08001,802.9,34.9296975,34.05,0.0158815,880.9,1092.75,,1.102,
20/12/1995,85.09001,798.1,34.8984475,34.05,0.0158885,882.1,1089.25,,1.1095,
21/12/1995,85.08001,801,34.8359475,34.12,0.0158815,881.2,1089.75,,1.105,
22/12/1995,85.15001,802.85,35.1484475,34.62,0.0158505,880.7,1092.75,,1.0905,
25/12/1995,85.15001,802.85,35.1484475,34.62,0.0158505,880.7,1092.75,,1.0905,
26/12/1995,85.17001,804.6,35.2734475,34.8,0.0158425,881.1,1098.25,,1.089,
27/12/1995,85.21001,804.25,35.4921975,34.35,0.0157865,880.2,1096.25,,1.086,
28/12/1995,85.24001,802.8,35.7421975,34.22,0.0157895,880.3,1097.5,,1.0865,
29/12/1995,85.29001,803.5,36.0234475,32.72,0.0157175,880.6,1098.75,,1.0745,
01/01/1996,85.29001,803.5,36.0234475,32.72,0.0157175,880.6,1098.75,,1.0745,
02/01/1996,85.28001,810.15,35.9296975,31.57,0.0156655,884.4,1105.5,,1.05,
03/01/1996,85.31001,812,36.0859475,31.27,0.0155815,888.7,1107.75,,1.038,
04/01/1996,85.30001,804.85,35.7109475,31.3,0.0155395,887.9,1101.5,,1.016,
05/01/1996,85.24001,804.35,35.4921975,31.82,0.0155335,889,1099.75,,1.0395,
08/01/1996,85.24001,807.45,35.4921975,32.07,0.0155365,889,1091.25,,1.0395,
09/01/1996,85.23001,793.55,35.4609475,31.65,0.0155755,889.4,1094.75,,1.0095,
10/01/1996,85.10001,785.8,34.7109475,31.5,0.0155815,892.7,1092.25,,1.017,
11/01/1996,85.16001,790.7,34.8984475,31.97,0.0155755,891.8,1086.5,,1.0225,
12/01/1996,85.21001,790,35.0234475,31.95,0.0155365,889.2,1090,,0.996,
15/01/1996,85.24001,788.25,35.0234475,31.7,0.0155365,888.6,1091.75,,0.9855,
16/01/1996,85.26001,795.95,35.6484475,31.72,0.0154815,891.3,1079.25,,0.9945,
17/01/1996,85.34001,793.35,36.1796975,30.57,0.0155075,892.5,1081.25,,0.9855,
18/01/1996,85.41001,795.55,36.4921975,29.42,0.0154945,890.1,1085.5,,1.017,
19/01/1996,85.39001,799.2,36.4609475,28.97,0.0155135,892.4,1088,,0.9905,
22/01/1996,85.30001,798.75,35.8671975,29.42,0.0154755,896,1086,,0.9965,
23/01/1996,85.26001,801.2,35.6484475,29.85,0.0154635,896.1,1092.25,,1.0215,
24/01/1996,85.29001,807,35.9921975,29.55,0.0153575,896,1092.25,,1.031,
25/01/1996,85.18001,804.05,35.3671975,29.45,0.0153645,899.2,1088,,1.005,
26/01/1996,85.24001,809.2,35.8359475,29.22,0.0153835,898.3,1094,,0.998,
29/01/1996,85.22001,811.25,35.5234475,29.72,0.0153705,898.3,1103.25,,1,
30/01/1996,85.28001,817,35.9609475,29.7,0.0153315,896.6,1112.75,,1.0235,
31/01/1996,85.34001,823,36.2734475,29.12,0.0153465,898.1,1107.75,,1.017,
01/02/1996,85.34001,824.7,36.1796975,29.52,0.0153615,903.3,1113.75,,1.043,
02/02/1996,85.32001,823.4,35.9609475,29.67,0.0153925,907.3,1115,,1.043,
05/02/1996,85.29001,826.95,35.8046975,30.25,0.0155195,905.5,1109.5,,1.0335,
06/02/1996,85.30001,833.25,35.8984475,31.05,0.0155015,904.2,1116.5,,1.0325,
07/02/1996,85.29001,836.8,35.9296975,31.45,0.0154375,901,1114.25,,1.05,
08/02/1996,85.30001,843.4,35.9609475,31.25,0.0153385,901.1,1112.25,,1.041,
09/02/1996,85.32001,844.3,36.0859475,31.25,0.0153305,897.4,1113.25,,1.041,
