index,EDOLLAR,SP500,US10,LEANHOG,JPY,GOLD,WHEAT,NIKKEI,COPPER,BITCOIN
23/03/1984,71.84001,464.55,-33.0703025,-5.24,0.0121265,1145.9,857.5,,,
26/03/1984,71.91001,464.65,-32.9140525,-5.36,0.0121395,1147.6,860.5,,,
27/03/1984,71.89001,465.45,-32.9765525,-4.79,0.0121405,1146.4,859.75,,,
28/03/1984,71.89001,467.7,-32.6328025,-4.44,0.0121535,1149.4,857.5,,,
29/03/1984,71.86001,466.4,-32.4453025,-4.56,0.0121475,1148.9,858.25,,,
30/03/1984,71.75001,466.65,-33.0078025,-5.24,0.0121445,1146.5,865.5,,,
02/04/1984,71.70001,465.6,-33.0390525,-3.74,0.0121335,1137.9,865,,,
03/04/1984,71.54001,465.75,-33.3515525,-3.26,0.0121265,1139.7,867.5,,,
04/04/1984,71.56001,465.2,-33.4453025,-3.86,0.0121325,1140.4,868,,,
05/04/1984,71.50001,462.05,-33.2578025,-4.01,0.0121185,1137.6,862.5,,,
06/04/1984,71.55001,463.05,-32.6953025,-4.04,0.0121215,1139.3,860.25,,,
09/04/1984,71.55001,463.2,-32.5703025,-3.99,0.0121225,1140.2,865,,,
10/04/1984,71.53001,463.4,-32.7578025,-4.59,0.0121285,1140.1,866.25,,,
11/04/1984,71.57001,461.95,-32.6640525,-4.44,0.0121715,1140.9,863,,,
12/04/1984,71.64001,465.3,-32.3515525,-5.06,0.0121395,1136.9,863.25,,,
13/04/1984,71.51001,464.4,-33.0078025,-4.71,0.0121285,1139.2,864.25,,,
16/04/1984,71.44001,466,-33.1953025,-4.64,0.0121175,1136.7,862.75,,,
17/04/1984,71.52001,465.9,-33.0078025,-4.91,0.0121345,1137.8,860.5,,,
18/04/1984,71.42001,464.7,-33.6328025,-5.21,0.0121325,1144.2,863.75,,,
19/04/1984,71.28001,464.8,-33.9140525,-5.21,0.0121195,1141,866,,,
20/04/1984,71.28001,464.8,-33.9140525,-5.21,0.0121195,1141,866,,,
23/04/1984,71.23001,463.55,-33.9140525,-5.29,0.0121275,1142.8,868.75,,,
24/04/1984,71.21001,464.95,-33.7265525,-4.96,0.0121055,1138.3,865,,,
25/04/1984,71.31001,465.7,-33.5703025,-5.84,0.0121095,1138.1,862.5,,,
26/04/1984,71.33001,466.75,-33.4140525,-6.16,0.0121055,1133.4,858.5,,,
27/04/1984,71.22001,466.5,-33.8515525,-5.86,0.0120825,1133.7,859.5,,,
30/04/1984,71.20001,467,-33.9765525,-5.94,0.0120865,1131.8,855,,,
01/05/1984,71.27001,468.3,-34.0078025,-6.01,0.0120795,1132.5,853,,,
02/05/1984,71.29001,468,-34.0390525,-4.51,0.0120815,1133.5,857.25,,,
03/05/1984,71.23001,467.55,-34.1015525,-4.76,0.0120885,1133.5,855.25,,,
04/05/1984,71.04001,464.75,-34.7578025,-4.84,0.0120765,1130.7,855.5,,,
07/05/1984,70.95001,465.75,-35.0390525,-4.04,0.0120405,1126.7,852.25,,,
08/05/1984,70.86001,466.9,-34.7578025,-4.71,0.0120375,1128.1,855.5,,,
09/05/1984,70.62001,465.9,-35.2890525,-5.04,0.0120235,1125.5,856,,,
10/05/1984,70.42001,465.95,-35.4140525,-4.99,0.0120255,1127.2,856.25,,,
11/05/1984,70.27001,464.95,-36.6015525,-4.76,0.0120005,1125.5,854.25,,,
14/05/1984,70.27001,463.95,-36.7578025,-5.41,0.0119895,1127.7,853.25,,,
15/05/1984,70.32001,464.15,-36.3203025,-6.01,0.0119885,1128.6,855,,,
16/05/1984,70.35001,464.15,-35.8828025,-5.96,0.0120025,1130.3,859.5,,,
17/05/1984,70.29001,462.65,-36.5078025,-5.31,0.0119655,1128.6,860.5,,,
18/05/1984,70.41001,461.8,-36.1953025,-5.61,0.0119505,1131.8,872.25,,,
21/05/1984,70.43001,461.25,-36.0390525,-5.98,0.0119395,1132.4,882.75,,,
22/05/1984,70.19001,460.25,-36.3515525,-5.66,0.0119475,1132.6,881.75,,,
23/05/1984,70.09001,459.15,-36.3203025,-5.38,0.0119755,1129.4,882.75,,,
24/05/1984,69.64001,457.35,-37.1640525,-5.88,0.0119895,1131.2,889.75,,,
25/05/1984,69.60001,457.45,-37.3203025,-6.01,0.0119685,1142.2,884,,,
28/05/1984,69.60001,457.45,-37.3203025,-6.01,0.0119685,1142.2,884,,,
29/05/1984,69.56001,456.1,-37.7265525,-6.21,0.0119645,1137.4,883,,,
30/05/1984,69.26001,456.35,-38.1328025,-6.21,0.0119815,1136.7,881.75,,,
31/05/1984,69.43001,456.4,-37.8515525,-6.26,0.0119745,1138.7,874,,,
01/06/1984,69.89001,458.9,-36.5078025,-5.88,0.0120005,1142.1,873.5,,,
04/06/1984,70.27001,460.05,-35.7265525,-5.98,0.0120105,1147.3,874.25,,,
05/06/1984,70.23001,460.05,-35.6328025,-5.76,0.0119915,1146.2,876.5,,,
06/06/1984,70.10001,460.6,-36.1640525,-5.83,0.0119845,1144,875,,,
07/06/1984,70.02001,460.75,-36.4140525,-5.88,0.0119695,1141.5,875.5,,,
08/06/1984,70.04001,460.8,-36.1015525,-5.68,0.0119695,1134.6,872,,,
11/06/1984,69.98001,458.05,-36.5078025,-5.61,0.0119625,1124,874.25,,,
12/06/1984,70.05001,457.95,-36.3203025,-5.71,0.0119465,1124.6,873.75,,,
13/06/1984,70.30001,457.7,-35.7890525,-5.68,0.0119535,1124.3,873.25,,,
14/06/1984,70.38001,456.15,-35.4453025,-5.53,0.0119565,1125,870.5,,,
15/06/1984,70.45001,455.75,-34.6328025,-5.28,0.0119335,1120.4,869.25,,,
18/06/1984,70.55001,458.15,-34.7265525,-5.83,0.0119325,1120.8,869.75,,,
19/06/1984,70.51001,458.1,-35.2265525,-5.96,0.0119395,1120.9,874.25,,,
20/06/1984,70.05001,460.25,-36.4453025,-6.03,0.0119145,1121.7,878,,,
21/06/1984,69.89001,459.8,-36.7265525,-5.88,0.0119075,1122.7,876,,,
22/06/1984,69.75001,460,-36.8828025,-7.38,0.0118895,1121.7,872.25,,,
25/06/1984,69.81001,459.35,-36.7578025,-7.58,0.0118415,1117.6,869.75,,,
26/06/1984,69.87001,457.85,-36.9765525,-7.18,0.0118675,1119.6,864.25,,,
27/06/1984,69.99001,457.2,-36.7890525,-6.96,0.0118565,1118.8,861.25,,,
28/06/1984,69.83001,458.5,-36.9453025,-6.73,0.0118535,1122,866.75,,,
29/06/1984,69.78001,458.05,-37.1640525,-6.43,0.0118545,1121.2,873,,,
02/07/1984,69.83001,458,-37.1640525,-6.58,0.0118345,1118.7,868,,,
03/07/1984,69.96001,458.85,-36.6640525,-6.46,0.0118135,1117.5,864.5,,,
04/07/1984,69.96001,458.85,-36.6640525,-6.46,0.0118135,1117.5,864.5,,,
05/07/1984,70.04001,457.7,-36.6328025,-6.93,0.0117935,1107.1,860.75,,,
06/07/1984,70.09001,457.45,-36.5078025,-7.18,0.0117815,1092.3,863,,,
09/07/1984,70.30001,458.7,-35.4453025,-6.88,0.0117815,1094.9,865,,,
10/07/1984,70.25001,458.1,-35.5703025,-7.18,0.0117675,1090.4,863.25,,,
11/07/1984,70.24001,454.95,-35.7578025,-7.78,0.0117595,1088.4,860.75,,,
12/07/1984,70.45001,455.1,-35.1953025,-7.68,0.0117465,1084.6,862,,,
13/07/1984,70.66001,455.8,-34.7578025,-7.48,0.0117665,1090.9,861.25,,,
16/07/1984,70.52001,456.85,-34.7265525,-7.28,0.0117835,1094.9,859.25,,,
17/07/1984,70.44001,457.1,-34.9765525,-7.16,0.0117515,1092.4,857.75,,,
18/07/1984,70.50001,456.1,-34.7578025,-7.13,0.0117315,1095.4,859,,,
19/07/1984,70.58001,455.2,-34.4453025,-6.98,0.0117355,1093.4,859.75,,,
20/07/1984,70.57001,453.95,-34.9765525,-6.98,0.0117025,1085.1,859.5,,,
23/07/1984,70.60001,453.7,-34.6953025,-7.85,0.0116675,1082.9,859.75,,,
24/07/1984,70.81001,452.05,-34.7578025,-8.85,0.0116855,1082.9,861.25,,,
25/07/1984,71.15001,453.55,-33.5078025,-9.45,0.0116985,1088.8,856,,,
26/07/1984,71.49001,454.85,-32.9140525,-9.3,0.0117005,1078.9,859.5,,,
27/07/1984,71.36001,455.9,-33.0703025,-9.4,0.0116985,1087.1,858.75,,,
30/07/1984,71.22001,454.95,-33.5703025,-9.2,0.0116905,1087.1,866.5,,,
31/07/1984,71.29001,455.45,-33.0078025,-9.1,0.0116815,1082.4,866.5,,,
01/08/1984,71.42001,458.05,-32.6328025,-8.75,0.0117025,1090.1,869,,,
02/08/1984,71.49001,461.45,-32.4140525,-8.7,0.0117065,1089.2,871.5,,,
03/08/1984,71.75001,467.5,-31.7578025,-8.45,0.0117625,1095.1,872.75,,,
06/08/1984,71.46001,467.1,-32.3828025,-8.55,0.0117295,1093.5,869.25,,,
07/08/1984,71.69001,468.25,-32.1640525,-8.15,0.0117005,1088.4,865,,,
08/08/1984,71.66001,466.9,-32.1328025,-8.3,0.0117175,1088.8,866.25,,,
09/08/1984,71.69001,470.8,-31.9453025,-7.65,0.0117385,1093.4,869.25,,,
10/08/1984,71.77001,469.9,-32.1640525,-7.45,0.0117265,1086.9,870.75,,,
13/08/1984,71.75001,470.2,-32.5390525,-7.7,0.0117455,1094.8,865.75,,,
14/08/1984,71.83001,469.5,-32.2890525,-7.85,0.0117625,1098.8,866.5,,,
15/08/1984,71.81001,467.85,-32.5703025,-7.98,0.0117825,1097.8,863.5,,,
16/08/1984,71.76001,469.55,-32.2890525,-7.7,0.0117535,1094.2,864.75,,,
17/08/1984,71.72001,469.85,-32.2578025,-8.1,0.0117565,1094.3,858.25,,,
20/08/1984,71.62001,469.9,-32.2890525,-8.1,0.0117495,1086.9,852.5,,,
21/08/1984,71.63001,473.2,-31.8828025,-8.25,0.0117315,1089.2,857,,,
22/08/1984,71.68001,471.3,-32.0703025,-8.65,0.0117575,1097.1,861.5,,,
23/08/1984,71.64001,471.75,-32.2578025,-8.43,0.0117455,1092.5,856.75,,,
24/08/1984,71.66001,472.45,-32.1015525,-8.23,0.0117545,1094.4,856.5,,,
27/08/1984,71.40001,470.95,-32.7890525,-8.2,0.0117375,1091,851,,,
28/08/1984,71.40001,471.8,-32.7265525,-8.35,0.0117445,1090.8,853,,,
29/08/1984,71.37001,471.3,-32.8828025,-8.18,0.0117585,1092.1,845.75,,,
30/08/1984,71.35001,470.65,-32.8203025,-8.4,0.0117425,1090.3,851,,,
31/08/1984,71.40001,470.6,-32.6015525,-8.2,0.0117325,1090.1,850.25,,,
03/09/1984,71.40001,470.6,-32.6015525,-8.2,0.0117325,1090.1,850.25,,,
04/09/1984,71.24001,468.85,-33.0078025,-7.95,0.0116945,1079.5,852.5,,,
05/09/1984,71.22001,468.5,-33.1953025,-7.93,0.0116815,1081,854,,,
06/09/1984,71.47001,469.8,-32.5703025,-7.88,0.0116945,1084.8,854.5,,,
07/09/1984,71.65001,467.55,-32.1328025,-8.25,0.0116615,1076.5,854.75,,,
10/09/1984,71.90001,468.6,-31.6953025,-7.88,0.0116615,1079.4,856.25,,,
11/09/1984,71.87001,467.45,-31.4140525,-8.55,0.0116675,1080,855,,,
12/09/1984,71.72001,468.7,-31.3515525,-8.4,0.0116685,1079.1,856.5,,,
13/09/1984,71.91001,472.8,-30.8828025,-8.88,0.0116595,1078.5,852.75,,,
14/09/1984,72.05001,472.9,-30.6640525,-8.83,0.0116575,1080.5,847.5,,,
17/09/1984,72.10001,473.35,-30.6328025,-9.15,0.0116155,1076,842.5,,,
18/09/1984,72.34001,472.95,-30.5078025,-8.98,0.0116605,1080.8,845.25,,,
19/09/1984,72.68001,471.05,-29.8515525,-9.1,0.0116535,1080.6,847,,,
20/09/1984,72.63001,471.9,-30.0078025,-9.18,0.0116205,1081.9,847,,,
21/09/1984,72.36001,470,-30.7265525,-10.68,0.0116765,1086.8,849.75,,,
24/09/1984,72.13001,469.75,-31.1015525,-11.73,0.0116685,1084.7,850.75,,,
25/09/1984,72.09001,470.3,-31.3515525,-11.65,0.0116495,1084.8,849,,,
26/09/1984,72.21001,471.05,-31.0390525,-11.65,0.0116535,1081.1,845,,,
27/09/1984,72.41001,472.2,-30.2578025,-11.9,0.0116585,1082.7,846.25,,,
28/09/1984,72.04001,470.45,-31.0703025,-12.4,0.0116315,1083.8,845.25,,,
01/10/1984,71.98001,468.8,-31.2578025,-12.45,0.0116415,1083.4,845.75,,,
02/10/1984,71.98001,467.05,-31.2890525,-12.45,0.0116525,1085.9,847.75,,,
03/10/1984,71.92001,466.55,-31.3828025,-12.15,0.0116305,1084.4,846,,,
04/10/1984,72.03001,467.1,-31.2265525,-11.73,0.0116405,1085.3,844.5,,,
05/10/1984,72.15001,466.5,-30.6328025,-12,0.0116285,1079.5,846.75,,,
08/10/1984,72.21001,466.45,-30.4453025,-11.6,0.0116285,1080.3,847,,,
09/10/1984,72.18001,464.85,-30.5390525,-11.5,0.0116105,1074.5,847.25,,,
10/10/1984,72.20001,465.75,-30.6640525,-11.43,0.0116135,1076.1,849.25,,,
11/10/1984,72.26001,466.5,-30.3828025,-11.2,0.0115955,1073.8,847.5,,,
12/10/1984,72.31001,467.6,-30.1953025,-11.08,0.0116045,1078.8,846,,,
15/10/1984,72.23001,469.15,-30.5390525,-11.13,0.0115875,1077.7,844.75,,,
16/10/1984,72.22001,468.3,-30.4453025,-11.2,0.0115795,1075.7,848.5,,,
17/10/1984,72.38001,468,-30.1015525,-11.05,0.0115785,1073.2,847.25,,,
18/10/1984,72.59001,473.1,-29.2890525,-11.15,0.0115845,1076.8,846.75,,,
19/10/1984,72.59001,472.1,-28.7890525,-11.5,0.0116015,1074.9,846.75,,,
22/10/1984,72.63001,471.8,-28.6328025,-10.7,0.0116025,1074.5,847.5,,,
23/10/1984,72.73001,471.9,-28.2578025,-10.6,0.0116565,1075.9,850.75,,,
24/10/1984,72.89001,471.6,-28.0390525,-10.43,0.0116465,1075.4,852.75,,,
25/10/1984,72.66001,469.3,-28.4453025,-10.63,0.0116535,1072.9,851.25,,,
26/10/1984,72.32001,468.45,-29.0078025,-9.65,0.0116245,1072.8,849.25,,,
29/10/1984,72.35001,467.95,-28.9453025,-9.28,0.0116095,1070.5,848.75,,,
30/10/1984,72.60001,469.85,-27.9453025,-9.5,0.0116325,1069,850.75,,,
31/10/1984,72.60001,468.95,-28.1640525,-9.4,0.0116355,1068.5,849.75,,,
01/11/1984,72.64001,470.75,-27.5078025,-9.33,0.0116475,1070.5,851.5,,,
02/11/1984,72.72001,470.4,-27.6015525,-9.33,0.0116905,1077.9,847.75,,,
05/11/1984,72.94001,471.05,-27.1328025,-9.1,0.0116825,1082.3,848.75,,,
06/11/1984,72.96001,473.2,-27.0390525,-9.13,0.0116815,1079.7,850.75,,,
07/11/1984,72.81001,470.4,-27.8515525,-9.35,0.0117235,1085,851.75,,,
08/11/1984,72.70001,470.5,-28.5078025,-8.73,0.0117015,1082.2,850.25,,,
09/11/1984,72.82001,468.9,-27.9453025,-8.7,0.0116985,1080,849.75,,,
12/11/1984,72.95001,469.35,-28.0078025,-8.68,0.0117035,1081.7,848.75,,,
13/11/1984,72.72001,467.6,-28.3828025,-8.5,0.0116955,1080.2,846.75,,,
14/11/1984,72.62001,467.75,-28.4765525,-8.3,0.0116785,1080.3,845,,,
15/11/1984,72.75001,467.95,-28.1015525,-8.3,0.0116655,1078.3,844.75,,,
16/11/1984,72.73001,466.2,-27.9453025,-8.18,0.0116635,1077.5,844.5,,,
19/11/1984,72.83001,465.1,-27.6015525,-8.15,0.0116485,1075.8,845.25,,,
20/11/1984,73.05001,466.25,-27.2578025,-8,0.0116215,1076.3,846.75,,,
21/11/1984,73.32001,466.9,-26.6328025,-7.78,0.0116245,1075.4,846.75,,,
22/11/1984,73.32001,466.9,-26.6328025,-7.78,0.0116245,1075.4,846.75,,,
23/11/1984,73.49001,468.35,-25.7265525,-7.85,0.0115985,1073,846.25,,,
26/11/1984,73.49001,467.15,-25.8515525,-8.33,0.0116005,1064,845.25,,,
27/11/1984,73.46001,468.55,-25.8515525,-8.4,0.0116115,1059.9,844.25,,,
28/11/1984,73.49001,466.35,-26.3828025,-8.23,0.0116125,1063.3,843.75,,,
29/11/1984,73.47001,465.2,-26.5078025,-8.5,0.0116055,1063.1,844.25,,,
30/11/1984,73.22001,464.9,-27.3828025,-8.25,0.0115785,1061.2,843.75,,,
03/12/1984,73.32001,464.5,-27.3515525,-8.5,0.0115795,1063.8,843.5,,,
04/12/1984,73.39001,464.65,-27.1328025,-8.93,0.0115985,1061.8,843.75,,,
05/12/1984,73.34001,463,-27.1953025,-8.88,0.0115865,1062,842.5,,,
06/12/1984,73.16001,463.55,-27.5703025,-9.18,0.0115955,1062.4,841.75,,,
07/12/1984,73.08001,462.8,-28.1015525,-9.25,0.0115775,1058.5,838.5,,,
10/12/1984,73.20001,464.1,-27.7890525,-10.35,0.0115815,1057.1,837.5,,,
11/12/1984,73.28001,464.3,-27.4140525,-10.38,0.0115825,1057,836.25,,,
12/12/1984,73.30001,463.85,-27.1953025,-10.2,0.0115805,1057.2,833.25,,,
13/12/1984,73.13001,461.95,-27.9453025,-10.55,0.0115745,1055.5,834.75,,,
14/12/1984,73.49001,463.85,-27.3515525,-10.53,0.0115735,1053.1,836,,,
17/12/1984,73.53001,465.15,-26.9453025,-10.15,0.0115725,1044.6,833.75,,,
18/12/1984,73.69001,469.75,-26.0078025,-10.48,0.0115855,1039.2,834.25,,,
19/12/1984,73.61001,468.8,-26.3828025,-10.23,0.0115645,1038.8,833.25,,,
20/12/1984,73.53001,467.65,-26.4140525,-10.18,0.0115615,1037.3,833.25,,,
21/12/1984,73.59001,467.8,-26.3203025,-8.68,0.0115635,1040.9,832.75,,,
24/12/1984,73.73001,468.35,-26.1640525,-7.18,0.0115565,1040.9,831.75,,,
25/12/1984,73.73001,468.35,-26.1640525,-7.18,0.0115565,1040.9,831.75,,,
26/12/1984,73.56001,467.35,-26.8203025,-6.38,0.0115365,1041.9,832.75,,,
27/12/1984,73.56001,466.9,-26.9765525,-6.53,0.0115255,1036.9,832.5,,,
28/12/1984,73.51001,467.6,-26.8203025,-6.65,0.0115205,1037.7,833.25,,,
31/12/1984,73.39001,467.4,-27.4140525,-6.65,0.0114945,1037.4,834,,,
01/01/1985,73.39001,467.4,-27.4140525,-6.65,0.0114945,1037.4,834,,,
02/01/1985,73.37001,465.6,-28.0078025,-6.33,0.0114965,1031.9,834.5,,,
03/01/1985,73.41001,464.25,-27.5390525,-6.65,0.0114925,1030.9,832.5,,,
04/01/1985,73.43001,463.6,-27.7265525,-6.8,0.0114725,1027.4,830.5,,,
07/01/1985,73.73001,464.25,-26.7265525,-7.15,0.0114555,1031.4,830.75,,,
08/01/1985,73.72001,464.05,-26.5703025,-7.23,0.0114545,1025.7,827.25,,,
09/01/1985,73.87001,465.8,-26.6328025,-7.5,0.0114475,1033.2,827.75,,,
10/01/1985,73.84001,468.85,-26.6640525,-7,0.0114705,1032,829.5,,,
11/01/1985,73.66001,468.05,-27.2265525,-6.8,0.0114515,1028,831.75,,,
14/01/1985,73.69001,470.55,-27.3515525,-6.53,0.0114365,1031.6,832.75,,,
15/01/1985,73.78001,470.2,-26.9453025,-6.98,0.0114445,1030,834.75,,,
16/01/1985,73.67001,470.35,-26.8515525,-7.53,0.0114405,1032.2,834.75,,,
17/01/1985,73.66001,469.8,-26.7578025,-7.55,0.0114515,1036.2,834.25,,,
18/01/1985,73.81001,470.6,-26.2578025,-7.28,0.0114565,1034.9,833.25,,,
21/01/1985,73.81001,474.85,-26.3515525,-7.68,0.0114645,1036.1,833.25,,,
22/01/1985,73.94001,474.35,-25.5390525,-7.38,0.0114545,1031.6,833.75,,,
23/01/1985,73.98001,476.45,-25.4140525,-7.18,0.0114545,1029.4,834.5,,,
24/01/1985,74.16001,475.75,-24.5078025,-7.38,0.0114585,1027.4,833,,,
25/01/1985,74.15001,475.95,-24.7890525,-7.55,0.0114535,1028.1,833.75,,,
28/01/1985,74.09001,475.9,-24.8515525,-7.18,0.0114565,1030.6,833,,,
29/01/1985,74.17001,478.95,-24.8828025,-6.93,0.0114515,1029.5,833.75,,,
30/01/1985,74.15001,477.7,-24.8515525,-7.08,0.0114495,1032.1,834.5,,,
31/01/1985,74.03001,477.65,-25.1328025,-7.25,0.0114355,1031.6,834,,,
01/02/1985,73.71001,476.75,-25.8515525,-7.13,0.0114035,1030.7,834.75,,,
04/02/1985,73.72001,478.55,-25.9453025,-7.13,0.0113685,1029.6,837.75,,,
05/02/1985,73.75001,478.2,-25.7578025,-6.98,0.0113715,1029.7,837.5,,,
06/02/1985,73.59001,478.15,-26.2265525,-8.38,0.0113625,1029.5,837.25,,,
07/02/1985,73.46001,480.3,-26.3515525,-8.2,0.0113525,1026.9,836,,,
08/02/1985,73.47001,480.4,-25.9765525,-7.85,0.0113615,1027.6,837.5,,,
11/02/1985,73.45001,478.15,-26.2265525,-8,0.0113465,1031.7,837.75,,,
12/02/1985,73.41001,478.75,-26.1953025,-7.53,0.0113155,1028.9,836.75,,,
13/02/1985,73.50001,481.35,-26.1953025,-7.75,0.0113285,1029.9,834.25,,,
14/02/1985,73.69001,480.05,-25.6953025,-7.68,0.0113555,1030.1,831.25,,,
15/02/1985,73.68001,479.05,-26.1953025,-7.85,0.0114205,1031.1,831.25,,,
18/02/1985,73.68001,479.05,-26.1953025,-7.85,0.0114205,1031.1,831.25,,,
19/02/1985,73.70001,479.2,-26.0390525,-8.45,0.0113485,1030.6,828.5,,,
20/02/1985,73.60001,478.3,-26.8828025,-8.1,0.0113435,1030.2,828.25,,,
21/02/1985,73.54001,477.65,-27.3515525,-8.18,0.0113405,1025.3,828.5,,,
22/02/1985,73.40001,477.35,-27.7890525,-8.53,0.0113145,1020.7,830.25,,,
25/02/1985,73.49001,478.1,-27.8515525,-9.88,0.0113205,1008.3,825.75,,,
26/02/1985,73.52001,479.4,-27.5390525,-9.7,0.0113545,1014.2,826.5,,,
27/02/1985,73.28001,477.9,-28.4140525,-8.95,0.0113765,1014,825,,,
28/02/1985,73.20001,479,-28.5390525,-8.88,0.0113605,1012.9,826.25,,,
01/03/1985,73.07001,480.95,-28.2265525,-8.5,0.0113495,1015.8,826.5,,,
04/03/1985,73.01001,479.25,-28.6328025,-8.88,0.0113565,1016.1,825.75,,,
05/03/1985,73.18001,479.95,-28.2265525,-8.58,0.0113415,1012.1,825.5,,,
06/03/1985,73.05001,478.05,-28.5078025,-7.75,0.0113465,1017.1,828.75,,,
07/03/1985,73.04001,476.85,-28.8203025,-7.83,0.0113325,1015.2,828.25,,,
08/03/1985,73.31001,476.5,-27.7265525,-7.5,0.0113365,1012.7,827.25,,,
11/03/1985,73.48001,476.4,-27.6953025,-7.93,0.0113685,1014.3,828.75,,,
12/03/1985,73.39001,477.05,-27.9453025,-8.2,0.0113505,1016.5,825.75,,,
13/03/1985,73.13001,475.15,-28.4453025,-9.08,0.0113495,1016.1,827.25,,,
14/03/1985,73.09001,474.6,-28.4453025,-10.03,0.0113475,1016,829.75,,,
15/03/1985,73.23001,474.1,-28.5390525,-10.38,0.0113375,1019.4,831.5,,,
18/03/1985,73.14001,472.65,-28.9140525,-10.1,0.0113575,1028,830.75,,,
19/03/1985,73.12001,476.1,-28.6640525,-9.58,0.0114425,1053,832.25,,,
20/03/1985,73.49001,475.55,-28.2890525,-9.68,0.0113925,1048.5,830.25,,,
21/03/1985,73.56001,475.5,-28.0390525,-9.93,0.0114425,1041.7,831,,,
22/03/1985,73.47001,474.7,-28.2265525,-9.85,0.0114175,1041,832.75,,,
25/03/1985,73.48001,473.9,-27.9453025,-10.3,0.0113985,1040.6,834.75,,,
26/03/1985,73.67001,474.6,-27.4453025,-9.13,0.0114155,1048.6,834.5,,,
27/03/1985,73.69001,475.4,-27.9453025,-9,0.0114525,1052,833.5,,,
28/03/1985,73.73001,475.1,-27.5703025,-9.38,0.0114525,1051,833.25,,,
29/03/1985,73.76001,475.65,-26.9765525,-10.28,0.0114925,1053.8,836.25,,,
01/04/1985,73.66001,476.4,-27.0703025,-10.9,0.0114645,1042.4,834.5,,,
02/04/1985,73.71001,475.25,-27.2578025,-11.58,0.0114445,1045.9,834.75,,,
03/04/1985,73.72001,473.55,-27.2890525,-11.28,0.0114435,1040.4,835.75,,,
04/04/1985,73.65001,473.85,-27.4453025,-10.68,0.0114365,1043.7,836,,,
05/04/1985,73.65001,473.85,-27.4453025,-10.68,0.0114365,1043.7,836,,,
08/04/1985,73.66001,472.3,-27.4765525,-10.88,0.0114225,1048.7,838,,,
09/04/1985,73.75001,472.8,-26.9453025,-10.55,0.0114165,1047.6,837.75,,,
10/04/1985,73.71001,474.3,-26.5078025,-10.18,0.0114325,1049.7,837.5,,,
11/04/1985,74.08001,474.7,-25.7890525,-10.85,0.0114855,1056.1,838.25,,,
12/04/1985,74.12001,475.05,-25.8515525,-11.63,0.0114785,1051.3,836.25,,,
15/04/1985,74.11001,474.85,-25.5703025,-11.48,0.0114965,1052.9,832.75,,,
16/04/1985,74.34001,475.45,-24.9453025,-11.25,0.0115055,1050.5,832,,,
17/04/1985,74.15001,475.3,-25.2578025,-11.33,0.0114975,1047.6,831.25,,,
18/04/1985,74.42001,474.25,-24.6015525,-11.2,0.0115345,1050.5,830.25,,,
19/04/1985,74.26001,474.35,-24.6953025,-11.38,0.0115335,1051,831,,,
22/04/1985,74.41001,474.4,-24.4453025,-11.93,0.0115095,1049.8,833.25,,,
23/04/1985,74.17001,476,-24.9765525,-11.88,0.0114835,1045.3,830.5,,,
24/04/1985,74.31001,475.6,-25.0078025,-12.38,0.0114775,1045,831.5,,,
25/04/1985,74.17001,476.5,-25.5390525,-12.25,0.0114545,1045.9,827.75,,,
26/04/1985,74.11001,475.3,-25.2265525,-12.23,0.0114395,1044.9,822.75,,,
29/04/1985,73.84001,473.15,-25.7265525,-11.88,0.0114575,1046.9,825.5,,,
30/04/1985,73.97001,473.15,-25.3515525,-12.43,0.0114505,1036.2,826,,,
01/05/1985,74.09001,471.55,-25.1015525,-12.7,0.0114525,1035,824.25,,,
02/05/1985,74.08001,471.9,-24.9140525,-13,0.0114425,1036,820,,,
03/05/1985,74.40001,473,-24.5078025,-14.25,0.0114115,1033,820.5,,,
06/05/1985,74.50001,473.05,-24.3828025,-13.68,0.0114095,1030.2,822.5,,,
07/05/1985,74.70001,473.9,-24.3828025,-13.9,0.0114395,1036.2,824.25,,,
08/05/1985,74.65001,474.1,-24.9453025,-13.8,0.0114365,1033.9,822.75,,,
09/05/1985,74.80001,475.05,-24.3828025,-13.35,0.0114595,1034,823.25,,,
10/05/1985,74.81001,478.3,-23.6015525,-12.7,0.0114495,1037.2,823.5,,,
13/05/1985,74.85001,478.25,-23.6640525,-13.08,0.0114675,1046,824.5,,,
14/05/1985,75.06001,477.3,-22.7890525,-12.38,0.0114845,1045.5,821.5,,,
15/05/1985,75.03001,477.85,-22.9765525,-11.88,0.0114825,1043.6,821,,,
16/05/1985,75.24001,479.45,-22.4453025,-12.5,0.0114595,1041.2,818,,,
17/05/1985,75.22001,480.3,-22.6328025,-12.2,0.0114745,1040.7,817.25,,,
20/05/1985,75.53001,482.7,-21.2265525,-11.35,0.0114805,1033.7,818,,,
21/05/1985,75.48001,482.2,-21.4140525,-11.15,0.0114825,1037.6,817,,,
22/05/1985,75.41001,481.65,-21.5703025,-11,0.0114705,1035.8,820.5,,,
23/05/1985,75.17001,481.05,-21.4765525,-11.15,0.0114625,1035.8,821.5,,,
24/05/1985,75.34001,481.55,-21.2265525,-10.8,0.0114675,1034.5,819.75,,,
27/05/1985,75.34001,481.55,-21.2265525,-10.8,0.0114675,1034.5,819.75,,,
28/05/1985,75.45001,480.45,-20.4453025,-11,0.0114575,1030,815.25,,,
